account_id,steamid,avatar,avatarmedium,avatarfull,profileurl,personaname,last_login,full_history_time,cheese,fh_unavailable,loccountrycode,last_match_time,name,country_code,fantasy_role,team_id,team_name,team_tag,is_locked,is_pro,locked_until 
66598119,76561198026863847,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/7e/7e3645261b2056b8ed1950bbf907cda0c5affe28.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/7e/7e3645261b2056b8ed1950bbf907cda0c5affe28_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/7e/7e3645261b2056b8ed1950bbf907cda0c5affe28_full.jpg,https://steamcommunity.com/profiles/76561198026863847/,RSG.Tudi,2018-07-17T08:23:37.211Z,2015-09-24T22:59:27.985Z,0,False,,2018-07-23T04:19:14.000Z,Tudi,,0,4424013,Ten Twenty,1020,True,True,1533081600
66620961,76561198026886689,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f8/f899d482b58fb42c3e516eee8c4bb79282d2d823.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f8/f899d482b58fb42c3e516eee8c4bb79282d2d823_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f8/f899d482b58fb42c3e516eee8c4bb79282d2d823_full.jpg,https://steamcommunity.com/id/ecnartt/,dogod,2017-09-06T22:13:39.123Z,2017-10-23T23:06:08.684Z,0,False,UA,2018-07-02T16:04:07.000Z,Ecnart,,0,1964407,Comanche,,True,True,1535785200
67601693,76561198027867421,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f2/f28a8d80f4041f8946d75bb6293400aadc4c0b9a.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f2/f28a8d80f4041f8946d75bb6293400aadc4c0b9a_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f2/f28a8d80f4041f8946d75bb6293400aadc4c0b9a_full.jpg,https://steamcommunity.com/id/TC33/,`TC`,2016-04-25T00:44:08.970Z,2016-04-25T02:43:42.381Z,0,False,,2018-06-22T21:11:45.000Z,TC,ca,1,5896521,,,False,True,1471168800
67760037,76561198028025765,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/74/74771c286200f7fadbd6c26c82b5ba9e43ff1dad.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/74/74771c286200f7fadbd6c26c82b5ba9e43ff1dad_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/74/74771c286200f7fadbd6c26c82b5ba9e43ff1dad_full.jpg,https://steamcommunity.com/id/MerliniDota/,M-Dog,2018-02-26T17:28:39.667Z,2018-06-15T07:51:23.826Z,0,False,,2018-07-23T05:11:28.000Z,Merlini,us,1,2634068,Vegetables Esports Club,VEG,False,True,1481500800
67882382,76561198028148110,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/a3/a32536b534d9333f30c9b45878e39285bcf0c999.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/a3/a32536b534d9333f30c9b45878e39285bcf0c999_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/a3/a32536b534d9333f30c9b45878e39285bcf0c999_full.jpg,https://steamcommunity.com/profiles/76561198028148110/,1111,2018-07-13T05:36:52.218Z,2016-03-03T11:45:49.244Z,0,False,BR,2018-07-21T21:21:23.000Z,Tale,br,1,5589795,abobora,,False,True,1471168800
68186278,76561198028452006,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/82/82d0e3653b3745c9e2d8de1157db254c50ce6491.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/82/82d0e3653b3745c9e2d8de1157db254c50ce6491_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/82/82d0e3653b3745c9e2d8de1157db254c50ce6491_full.jpg,https://steamcommunity.com/id/SirActionSlacks/,SirActionSlacks,2016-05-25T07:57:29.851Z,2018-07-12T04:31:08.360Z,0,False,US,2018-07-09T08:08:27.000Z,SirActionSlacks,,0,0,,,False,True,0
68254582,76561198028520310,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f9/f9a9ead3ff47b003b39d0699543b2f99480a20b9.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f9/f9a9ead3ff47b003b39d0699543b2f99480a20b9_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f9/f9a9ead3ff47b003b39d0699543b2f99480a20b9_full.jpg,https://steamcommunity.com/id/23monza/,chill,2015-11-20T09:39:06.050Z,2018-06-18T02:26:00.311Z,0,False,RU,2018-05-15T00:44:21.000Z,monza^^^^^,,0,0,STGP,STGP,False,True,1502694000
68308368,76561198028574096,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/08/08552c0ab2f82862dd4ed6513f1c1fdcfdf1f715.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/08/08552c0ab2f82862dd4ed6513f1c1fdcfdf1f715_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/08/08552c0ab2f82862dd4ed6513f1c1fdcfdf1f715_full.jpg,https://steamcommunity.com/profiles/76561198028574096/,Mr. Lahey,,2017-06-08T11:30:17.236Z,0,True,DE,2017-08-28T22:12:51.000Z,Ratchet Hoe,,0,5017710,LIDLBOYS,,False,True,1502694000
68467307,76561198028733035,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/06/06cae5de97e10992afde736462e9c65e250c7930.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/06/06cae5de97e10992afde736462e9c65e250c7930_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/06/06cae5de97e10992afde736462e9c65e250c7930_full.jpg,https://steamcommunity.com/id/hotaruz/,Hotaruz,2017-08-16T00:04:39.632Z,2018-02-04T21:45:32.164Z,0,False,US,2018-07-22T23:35:44.000Z,Hotaruz,us,2,5725202,Wind and Rain,WaR,False,True,0
69325073,76561198029590801,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/1b/1be9fdd47961dc4eaec347f73c83334bc3ca31ee.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/1b/1be9fdd47961dc4eaec347f73c83334bc3ca31ee_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/1b/1be9fdd47961dc4eaec347f73c83334bc3ca31ee_full.jpg,https://steamcommunity.com/id/MantAA/,Mantis / refresher,,,0,,KZ,,Mantis,kz,1,1161668,xGame.kz,xGame,False,True,0
70388657,76561198030654385,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f3/f3c7a79c2b18a79a9aa2e757adc4bc763d3c400b.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f3/f3c7a79c2b18a79a9aa2e757adc4bc763d3c400b_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f3/f3c7a79c2b18a79a9aa2e757adc4bc763d3c400b_full.jpg,https://steamcommunity.com/id/DendiQ/,Garena,,2018-07-10T20:24:47.945Z,0,True,UA,2018-07-06T16:26:33.000Z,Dendi,,0,36,Natus Vincere,Na`Vi,True,True,1535785200
70401824,76561198030667552,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/bf/bfbb6ba998c93590db78b95b78d4fd367397ac92.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/bf/bfbb6ba998c93590db78b95b78d4fd367397ac92_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/bf/bfbb6ba998c93590db78b95b78d4fd367397ac92_full.jpg,https://steamcommunity.com/profiles/76561198030667552/,faithinstrangers,,2018-03-13T14:12:51.319Z,0,False,,,faithinstrangers,ua,2,0,,,False,True,0
70663093,76561198030928821,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/83/83a59a53bacda39825dcd0f6eeb5a854ffb986b8.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/83/83a59a53bacda39825dcd0f6eeb5a854ffb986b8_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/83/83a59a53bacda39825dcd0f6eeb5a854ffb986b8_full.jpg,https://steamcommunity.com/id/waitandbl33d/,Time to Float,,2017-12-11T18:11:24.846Z,0,False,,2018-03-07T00:27:06.000Z,Nemesis,,0,4596621,𐂃,𐂃,False,True,0
70673409,76561198030939137,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/11/11e782b7756b536989e177e72fed72d8df516a3c.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/11/11e782b7756b536989e177e72fed72d8df516a3c_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/11/11e782b7756b536989e177e72fed72d8df516a3c_full.jpg,https://steamcommunity.com/profiles/76561198030939137/,空,2016-04-11T23:33:35.397Z,2017-04-04T18:39:10.241Z,0,False,CA,2018-06-20T00:32:47.000Z,xuan,ca,2,1884355,Void Boys,VB,False,True,1471168800
70842358,76561198031108086,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/fe/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/fe/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/fe/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198031108086/,勿喜勿悲,,2018-03-29T11:10:32.287Z,0,True,AU,, ,,0,4288603,Rock.Young,Rock.Y,False,True,0
70884685,76561198031150413,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/74/74222bae49829df66eb7550b7739ff8d0342c815.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/74/74222bae49829df66eb7550b7739ff8d0342c815_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/74/74222bae49829df66eb7550b7739ff8d0342c815_full.jpg,https://steamcommunity.com/id/MrTallgeese/,MrTallgeese,2017-06-15T17:35:01.763Z,2016-09-06T23:25:29.246Z,0,False,,2018-07-22T23:49:37.000Z,,,0,0,Evil Geniuses,EG,False,True,0
71266407,76561198031532135,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/16/16420dcd4aea9a89214a8faa84cbfe0c7131772d.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/16/16420dcd4aea9a89214a8faa84cbfe0c7131772d_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/16/16420dcd4aea9a89214a8faa84cbfe0c7131772d_full.jpg,https://steamcommunity.com/id/higuinh/,preach with conviction,2018-06-06T20:25:44.848Z,,0,,,2018-07-23T04:43:57.000Z,H1j4ck,,0,2527544,TSHOW RISING,TSR,True,True,1535785200
71286125,76561198031551853,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/cb/cb5b1293658c3b52f6873138fc52efe71d88bab1.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/cb/cb5b1293658c3b52f6873138fc52efe71d88bab1_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/cb/cb5b1293658c3b52f6873138fc52efe71d88bab1_full.jpg,https://steamcommunity.com/id/sealkid/,Lay Up,,,0,,,2018-07-14T19:24:24.000Z,Sealkid,se,2,0,S O L I D U D E S ,dude,False,True,1457344800
71603197,76561198031868925,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/21/2147246eda087b55c3a80805d472adc2f8f5ad5c.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/21/2147246eda087b55c3a80805d472adc2f8f5ad5c_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/21/2147246eda087b55c3a80805d472adc2f8f5ad5c_full.jpg,https://steamcommunity.com/id/potatofluff/,potatofluff,,,0,,SG,2018-07-21T16:04:01.000Z,potatofluff,,0,4424013,Ten Twenty,1020,True,True,1533081600
71869498,76561198032135226,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/40/40a749812684144f7d893246baafb756b08e2c60.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/40/40a749812684144f7d893246baafb756b08e2c60_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/40/40a749812684144f7d893246baafb756b08e2c60_full.jpg,https://steamcommunity.com/id/Luftmeister/,Villain,2018-07-12T08:39:34.286Z,2016-04-02T18:52:58.260Z,0,False,DE,2018-07-22T20:13:10.000Z,Luft,de,2,4961821,WaifuBeaters,WAIFU,False,True,1502694000
72156367,76561198032422095,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/d4/d48f8fc7cc795a80f056f7184c4399299324584f.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/d4/d48f8fc7cc795a80f056f7184c4399299324584f_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/d4/d48f8fc7cc795a80f056f7184c4399299324584f_full.jpg,https://steamcommunity.com/profiles/76561198032422095/,ufir,,2017-07-17T19:19:47.008Z,0,False,,2018-07-12T16:07:10.000Z,ufir,ru,2,3339205,will,将,False,True,0
72312627,76561198032578355,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/72/72c826876f64498a0231b82cc5c2afaabf119389.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/72/72c826876f64498a0231b82cc5c2afaabf119389_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/72/72c826876f64498a0231b82cc5c2afaabf119389_full.jpg,https://steamcommunity.com/id/pjlaz/,Hangry Beef,,2018-07-16T16:25:57.074Z,0,True,,2018-06-10T10:21:04.000Z,MATUMBAMAN,,1,2163,Team Liquid,Liquid,True,True,1535785200
72893625,76561198033159353,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c1/c149033566864d89794c20ab418e133e070751f6.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c1/c149033566864d89794c20ab418e133e070751f6_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c1/c149033566864d89794c20ab418e133e070751f6_full.jpg,https://steamcommunity.com/id/FoLtEr/,23december  ☂,2017-07-21T18:22:45.339Z,2018-01-11T07:40:08.450Z,0,False,DE,2018-07-21T21:53:51.000Z,23december,de,1,2537636,Elements Pro Gaming,EPG,False,True,0
72981488,76561198033247216,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e3/e399f97e5e347bb409759b2281aaf00096828196.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e3/e399f97e5e347bb409759b2281aaf00096828196_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e3/e399f97e5e347bb409759b2281aaf00096828196_full.jpg,https://steamcommunity.com/profiles/76561198033247216/,Ossss,,2017-02-21T04:04:35.698Z,0,False,CN,2018-02-02T20:10:17.000Z,Ossss,cn,1,184636,Osiris Gaming,,False,True,0
73562326,76561198033828054,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/67/6778c7abe37aa1a3909f25e140d6a580b0e07866.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/67/6778c7abe37aa1a3909f25e140d6a580b0e07866_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/67/6778c7abe37aa1a3909f25e140d6a580b0e07866_full.jpg,https://steamcommunity.com/id/zai46/,zz,,2018-05-11T13:40:42.688Z,0,True,SE,2018-06-24T20:55:57.000Z,zai,,2,5026801,OpTic Gaming,OpTic,True,True,1535785200
74040691,76561198034306419,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/b4/b4fc5b0efaa20e107e630b24d930bce0d0867f72.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/b4/b4fc5b0efaa20e107e630b24d930bce0d0867f72_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/b4/b4fc5b0efaa20e107e630b24d930bce0d0867f72_full.jpg,https://steamcommunity.com/profiles/76561198034306419/,The Mark of Cain,,,0,,,2018-07-23T02:27:06.000Z,Ř€ŁĬĈ,us,1,0,,,False,True,0
74432222,76561198034697950,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c3/c3170f9bf8e7deac9fe202f02e8fa66f84c9a6d2.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c3/c3170f9bf8e7deac9fe202f02e8fa66f84c9a6d2_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c3/c3170f9bf8e7deac9fe202f02e8fa66f84c9a6d2_full.jpg,https://steamcommunity.com/id/miggel87/,miGGel,,2018-06-19T10:54:22.048Z,0,False,DK,2018-07-22T15:51:56.000Z,miGGel,dk,0,0,The Imperial,Imperial,False,True,0
75390186,76561198035655914,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c4/c417cf627e97820d19cf1a8277658db614bdfffd.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c4/c417cf627e97820d19cf1a8277658db614bdfffd_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c4/c417cf627e97820d19cf1a8277658db614bdfffd_full.jpg,https://steamcommunity.com/profiles/76561198035655914/,Barry pie,,,0,,SG,2018-06-05T07:47:18.000Z,Barry ,sg,0,0,,,False,True,1502694000
75438820,76561198035704548,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/8d/8d5c18847fa11b1a24f8cf642aaf79a528965f6a.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/8d/8d5c18847fa11b1a24f8cf642aaf79a528965f6a_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/8d/8d5c18847fa11b1a24f8cf642aaf79a528965f6a_full.jpg,https://steamcommunity.com/id/Storoh/,"Don't be sorry, be better",2017-08-25T16:30:52.442Z,2018-02-13T21:28:10.896Z,0,False,RU,2018-07-22T15:31:43.000Z,Storoh,ru,2,3930476,Whites,Whites,False,True,1502694000
75721756,76561198035987484,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e2/e218b14af11c6dc38176cf65a1c2eb526f630568.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e2/e218b14af11c6dc38176cf65a1c2eb526f630568_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e2/e218b14af11c6dc38176cf65a1c2eb526f630568_full.jpg,https://steamcommunity.com/profiles/76561198035987484/,Twistd,,,0,,,,Twisted,,1,983699,Turtlemasters,turtle,False,True,0
75750590,76561198036016318,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/a7/a77c75d61f1a3cfe1defb570e4c129e7b7897837.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/a7/a77c75d61f1a3cfe1defb570e4c129e7b7897837_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/a7/a77c75d61f1a3cfe1defb570e4c129e7b7897837_full.jpg,https://steamcommunity.com/profiles/76561198036016318/,Marooned,2016-09-06T19:39:43.497Z,2015-07-05T05:17:53.652Z,0,False,,2018-07-22T19:46:28.000Z,j4,,0,5167588,Double Dimension, ,True,True,1535785200
76173488,76561198036439216,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/62/6225348821fb449d3b03c0138ecf85034b404a00.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/62/6225348821fb449d3b03c0138ecf85034b404a00_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/62/6225348821fb449d3b03c0138ecf85034b404a00_full.jpg,https://steamcommunity.com/profiles/76561198036439216/,糊你一脸香蕉,,,0,,,2018-07-22T19:54:14.000Z,MJW,us,1,2642725,,,False,True,1493683200
76482434,76561198036748162,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/d7/d7fd5cba1e2715a3b526b347ca13ca82a6c0ac77.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/d7/d7fd5cba1e2715a3b526b347ca13ca82a6c0ac77_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/d7/d7fd5cba1e2715a3b526b347ca13ca82a6c0ac77_full.jpg,https://steamcommunity.com/profiles/76561198036748162/,syndereNsuckS,,2018-07-16T14:16:52.075Z,0,False,,2018-07-22T16:57:57.000Z,AdmiralBulldog,se,1,111474,Alliance,Alliance,False,True,1471168800
76600360,76561198036866088,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/ce/ce2e66be2558421b6e6a3de91533e519adcf48fe.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/ce/ce2e66be2558421b6e6a3de91533e519adcf48fe_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/ce/ce2e66be2558421b6e6a3de91533e519adcf48fe_full.jpg,https://steamcommunity.com/profiles/76561198036866088/,killme,,,0,,,2018-07-20T11:00:59.000Z,yol,,0,3659536,Clutch Gamers,CG,True,True,1535785200
76904792,76561198037170520,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/6a/6a31cf0bec8e47649e29dffacb4f931df47f7f52.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/6a/6a31cf0bec8e47649e29dffacb4f931df47f7f52_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/6a/6a31cf0bec8e47649e29dffacb4f931df47f7f52_full.jpg,https://steamcommunity.com/profiles/76561198037170520/,ahchin,2018-03-06T00:39:33.445Z,2018-01-25T09:22:35.094Z,0,False,,2018-07-22T14:11:25.000Z,poloson,sg,2,3339418, , ,False,True,1502694000
77287764,76561198037553492,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/1b/1bd27bcb33159a2bad73f897ae0972d5caf4a65b.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/1b/1bd27bcb33159a2bad73f897ae0972d5caf4a65b_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/1b/1bd27bcb33159a2bad73f897ae0972d5caf4a65b_full.jpg,https://steamcommunity.com/id/goaudio/,GA,2015-09-10T17:19:31.641Z,2015-09-14T13:25:52.374Z,0,False,SE,2018-07-22T18:43:13.000Z,GA,se,1,0,Team Fade,Fade,False,True,0
77490514,76561198037756242,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e0/e00a71bfc8fbd711c843c56298b97857059a09d2.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e0/e00a71bfc8fbd711c843c56298b97857059a09d2_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e0/e00a71bfc8fbd711c843c56298b97857059a09d2_full.jpg,https://steamcommunity.com/profiles/76561198037756242/,boxi,,2018-07-10T20:24:38.235Z,0,False,SE,2018-07-22T18:34:31.000Z,boxi,se,1,111474,Alliance,Alliance,False,True,0
78651939,76561198038917667,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/da/da7e50569c96ddd5878f50a7eb8ac2284d175f0f.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/da/da7e50569c96ddd5878f50a7eb8ac2284d175f0f_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/da/da7e50569c96ddd5878f50a7eb8ac2284d175f0f_full.jpg,https://steamcommunity.com/id/tirsistris/,dein,2016-09-12T20:04:22.884Z,2017-02-20T17:32:11.682Z,0,False,RU,2018-06-14T21:19:17.000Z,TIRS,ru,1,4708495,TIRS,TIRS,False,True,1481500800
78937420,76561198039203148,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e0/e0da4b0244fd7cae5498821fe71c4f129b606c52.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e0/e0da4b0244fd7cae5498821fe71c4f129b606c52_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e0/e0da4b0244fd7cae5498821fe71c4f129b606c52_full.jpg,https://steamcommunity.com/profiles/76561198039203148/,I bims 1 Pertzo,2017-10-03T21:51:56.611Z,2017-10-27T11:06:34.003Z,0,False,DE,2018-07-23T05:21:29.000Z,PerTzo(sup),de,1,5214653,Looking for team,LFT,False,True,0
79875438,76561198040141166,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/5a/5ad152ea855a86cc494ecf3479368243a091f9f1.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/5a/5ad152ea855a86cc494ecf3479368243a091f9f1_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/5a/5ad152ea855a86cc494ecf3479368243a091f9f1_full.jpg,https://steamcommunity.com/id/loveluiiluii/,zai`,,2018-07-04T18:08:59.285Z,0,False,KR,2018-06-15T15:50:47.000Z,zai`,my,1,5143279,,Standin,False,True,1481500800
80576254,76561198040841982,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/ee/ee9a196d32ec25d4e0087a7357ac9e6627c3f794.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/ee/ee9a196d32ec25d4e0087a7357ac9e6627c3f794_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/ee/ee9a196d32ec25d4e0087a7357ac9e6627c3f794_full.jpg,https://steamcommunity.com/profiles/76561198040841982/,bitches,,,0,,CV,2018-07-22T21:45:49.000Z,watwatwatttt,my,1,1826766,aBcaBcABCccc,ABC,False,True,0
80786329,76561198041052057,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/8d/8daa0e51890d6453c160da102512d44f3faa5a2a.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/8d/8daa0e51890d6453c160da102512d44f3faa5a2a_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/8d/8daa0e51890d6453c160da102512d44f3faa5a2a_full.jpg,https://steamcommunity.com/profiles/76561198041052057/,小鲨鱼,,,0,,AU,,小鲨鱼,sg,0,2776208,White Fries Gaming,WF,False,True,0
80929738,76561198041195466,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/4f/4f35c7a2a8009239ba7ef49a52930015989f3e6e.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/4f/4f35c7a2a8009239ba7ef49a52930015989f3e6e_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/4f/4f35c7a2a8009239ba7ef49a52930015989f3e6e_full.jpg,https://steamcommunity.com/id/80929738/,Sr,,,0,,CN,2018-07-15T04:31:54.000Z,Sr,cn,1,3740105,LOL,,False,True,1481500800
81150290,76561198041416018,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/92/927d08d18a201e2b62f18870622c7c862722a468.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/92/927d08d18a201e2b62f18870622c7c862722a468_medium.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/92/927d08d18a201e2b62f18870622c7c862722a468_full.jpg,https://steamcommunity.com/id/frigoleet/,Frigoleet,2015-09-21T18:56:13.854Z,2018-02-25T22:49:53.582Z,0,False,,2018-07-09T20:39:21.000Z,Frigoleet,se,2,2293413,Lemondogs.Dota2,LD,False,True,0
